Food Item,Temp.(in degree C),Time period(in days)
Turnip,24.333333333333332,14.933333333333334
Turnip,24.666666666666664,14.466666666666667
Turnip,25.0,14.0
Watermelon,20.0,14.0
Watermelon,20.333333333333332,13.533333333333333
Watermelon,20.666666666666668,13.066666666666666
Watermelon,21.0,12.6
Watermelon,21.333333333333332,12.133333333333333
Watermelon,21.666666666666668,11.666666666666668
Watermelon,22.0,11.2
Watermelon,22.333333333333332,10.733333333333334
Watermelon,22.666666666666668,10.266666666666666
Watermelon,23.0,9.8
Watermelon,23.333333333333332,9.333333333333334
Watermelon,23.666666666666668,8.866666666666667
Watermelon,24.0,8.4
Watermelon,24.333333333333332,7.933333333333334
Watermelon,24.666666666666664,7.466666666666667
Watermelon,25.0,7.0
Potato,20.0,60.0
Potato,20.333333333333332,58.0
Potato,20.666666666666668,56.0
Potato,21.0,54.0
Potato,21.333333333333332,52.0
Potato,21.666666666666668,50.0
Potato,22.0,48.0
Potato,22.333333333333332,46.0
Potato,22.666666666666668,44.0
Potato,23.0,42.0
Potato,23.333333333333332,40.0
Potato,23.666666666666668,38.0
Potato,24.0,36.0
Potato,24.333333333333332,34.0
Potato,24.666666666666664,32.0
Potato,25.0,30.0
Chili,20.0,14.0
Chili,20.333333333333332,13.4
Chili,20.666666666666668,12.8
Chili,21.0,12.2
Chili,21.333333333333332,11.6
Chili,21.666666666666668,11.0
Chili,22.0,10.399999999999999
Chili,22.333333333333332,9.8
Chili,22.666666666666668,9.2
Chili,23.0,8.6
Chili,23.333333333333332,8.0
Chili,23.666666666666668,7.4
Chili,24.0,6.8
Chili,24.333333333333332,6.2
Chili,24.666666666666664,5.6
Chili,25.0,5.0
